obs_id,species_key,scientific_name,common_name,photo_id,url,license,date_observed,latitude,longitude,quality_grade,num_agreements,source,local_path,status
353229022,aquila_audax,Aquila audax,Wedge-tailed Eagle,644547338,https://static.inaturalist.org/photos/644547338/medium.jpg,,2026-04-20,-17.3712933,145.3796706,research,1,iNaturalist,C:\Projects\raptor_australia\dataset\raw\aquila_audax\aquila_audax_353229022_644547338.jpg,already_exists
353043843,aquila_audax,Aquila audax,Wedge-tailed Eagle,644224038,https://inaturalist-open-data.s3.amazonaws.com/photos/644224038/medium.jpg,cc-by-nc,2023-07-15,-35.64353,140.5378116667,research,1,iNaturalist,C:\Projects\raptor_australia\dataset\raw\aquila_audax\aquila_audax_353043843_644224038.jpg,already_exists
352679386,aquila_audax,Aquila audax,Wedge-tailed Eagle,643619711,https://inaturalist-open-data.s3.amazonaws.com/photos/643619711/medium.jpg,cc-by-nc,2023-09-02,-36.0534166667,146.8888888889,research,1,iNaturalist,C:\Projects\raptor_australia\dataset\raw\aquila_audax\aquila_audax_352679386_643619711.jpg,already_exists
352668229,aquila_audax,Aquila audax,Wedge-tailed Eagle,643612823,https://inaturalist-open-data.s3.amazonaws.com/photos/643612823/medium.jpg,cc-by-nc-sa,2026-04-20,-35.58309842,142.05342467,research,1,iNaturalist,C:\Projects\raptor_australia\dataset\raw\aquila_audax\aquila_audax_352668229_643612823.jpg,already_exists
352634106,aquila_audax,Aquila audax,Wedge-tailed Eagle,643563568,https://inaturalist-open-data.s3.amazonaws.com/photos/643563568/medium.jpg,cc-by-nc,2026-04-22,-34.0431791962,140.708730345,research,1,iNaturalist,C:\Projects\raptor_australia\dataset\raw\aquila_audax\aquila_audax_352634106_643563568.jpg,already_exists
352589170,aquila_audax,Aquila audax,Wedge-tailed Eagle,643498791,https://inaturalist-open-data.s3.amazonaws.com/photos/643498791/medium.jpg,cc-by-nc,2026-03-17,-35.5878262442,148.0902888448,research,2,iNaturalist,C:\Projects\raptor_australia\dataset\raw\aquila_audax\aquila_audax_352589170_643498791.jpg,already_exists
352511328,aquila_audax,Aquila audax,Wedge-tailed Eagle,643395755,https://inaturalist-open-data.s3.amazonaws.com/photos/643395755/medium.jpg,cc-by-nc,2026-04-24,-38.7365982997,143.2947336,research,3,iNaturalist,C:\Projects\raptor_australia\dataset\raw\aquila_audax\aquila_audax_352511328_643395755.jpg,already_exists
352468615,aquila_audax,Aquila audax,Wedge-tailed Eagle,643321004,https://inaturalist-open-data.s3.amazonaws.com/photos/643321004/medium.jpg,cc-by-nc-sa,2026-04-24,-37.8264627103,145.3099549162,research,4,iNaturalist,C:\Projects\raptor_australia\dataset\raw\aquila_audax\aquila_audax_352468615_643321004.jpg,already_exists
352462131,aquila_audax,Aquila audax,Wedge-tailed Eagle,643310034,https://inaturalist-open-data.s3.amazonaws.com/photos/643310034/medium.jpg,cc-by-nc,2026-04-19,-32.38652099,150.4104066701,research,1,iNaturalist,C:\Projects\raptor_australia\dataset\raw\aquila_audax\aquila_audax_352462131_643310034.jpg,already_exists
352452561,aquila_audax,Aquila audax,Wedge-tailed Eagle,643293030,https://inaturalist-open-data.s3.amazonaws.com/photos/643293030/medium.jpg,cc0,2026-04-24,-37.8343123707,145.3141258228,research,2,iNaturalist,C:\Projects\raptor_australia\dataset\raw\aquila_audax\aquila_audax_352452561_643293030.jpg,already_exists
352451248,aquila_audax,Aquila audax,Wedge-tailed Eagle,643290888,https://inaturalist-open-data.s3.amazonaws.com/photos/643290888/medium.jpg,cc0,2026-04-24,-41.4327381161,147.1906874627,research,2,iNaturalist,C:\Projects\raptor_australia\dataset\raw\aquila_audax\aquila_audax_352451248_643290888.jpg,already_exists
352445042,aquila_audax,Aquila audax,Wedge-tailed Eagle,643279061,https://inaturalist-open-data.s3.amazonaws.com/photos/643279061/medium.jpg,cc-by-nc,2026-04-24,-27.3939174508,152.8441897612,research,1,iNaturalist,C:\Projects\raptor_australia\dataset\raw\aquila_audax\aquila_audax_352445042_643279061.jpg,already_exists
352444711,aquila_audax,Aquila audax,Wedge-tailed Eagle,643278170,https://static.inaturalist.org/photos/643278170/medium.jpg,,2026-04-21,-32.4057216667,150.1733116667,research,2,iNaturalist,C:\Projects\raptor_australia\dataset\raw\aquila_audax\aquila_audax_352444711_643278170.jpg,already_exists
