obs_id,species_key,scientific_name,common_name,photo_id,url,license,date_observed,latitude,longitude,quality_grade,num_agreements,source,local_path,status
352263675,lophoictinia_isura,Lophoictinia isura,Square-tailed Kite,642938549,https://inaturalist-open-data.s3.amazonaws.com/photos/642938549/medium.jpg,cc-by-nc,2026-04-22,-31.9300857598,115.923094824,research,4,iNaturalist,C:\Projects\raptor_australia\dataset\raw\lophoictinia_isura\lophoictinia_isura_352263675_642938549.jpg,already_exists
351936834,lophoictinia_isura,Lophoictinia isura,Square-tailed Kite,642308683,https://inaturalist-open-data.s3.amazonaws.com/photos/642308683/medium.jpg,cc-by-nc,2026-04-22,-32.1119833333,116.0314416667,research,2,iNaturalist,C:\Projects\raptor_australia\dataset\raw\lophoictinia_isura\lophoictinia_isura_351936834_642308683.jpg,already_exists
351924802,lophoictinia_isura,Lophoictinia isura,Square-tailed Kite,642286108,https://static.inaturalist.org/photos/642286108/medium.jpg,,2024-03-23,-32.7566098306,151.4374523437,research,2,iNaturalist,C:\Projects\raptor_australia\dataset\raw\lophoictinia_isura\lophoictinia_isura_351924802_642286108.jpg,already_exists
351429023,lophoictinia_isura,Lophoictinia isura,Square-tailed Kite,641320543,https://inaturalist-open-data.s3.amazonaws.com/photos/641320543/medium.jpg,cc-by-nc,2026-04-17,-34.6302099514,138.7324994604,research,2,iNaturalist,C:\Projects\raptor_australia\dataset\raw\lophoictinia_isura\lophoictinia_isura_351429023_641320543.jpg,already_exists
350758500,lophoictinia_isura,Lophoictinia isura,Square-tailed Kite,640029785,https://static.inaturalist.org/photos/640029785/medium.jpg,,2026-04-04,-28.0818168438,153.3816370592,research,2,iNaturalist,C:\Projects\raptor_australia\dataset\raw\lophoictinia_isura\lophoictinia_isura_350758500_640029785.jpg,already_exists
350447985,lophoictinia_isura,Lophoictinia isura,Square-tailed Kite,639424490,https://inaturalist-open-data.s3.amazonaws.com/photos/639424490/medium.jpg,cc-by-nc,2026-04-17,-31.5341288982,152.8316443886,research,2,iNaturalist,C:\Projects\raptor_australia\dataset\raw\lophoictinia_isura\lophoictinia_isura_350447985_639424490.jpg,already_exists
350445031,lophoictinia_isura,Lophoictinia isura,Square-tailed Kite,639417318,https://inaturalist-open-data.s3.amazonaws.com/photos/639417318/medium.jpg,cc-by-nc,2026-04-17,-32.6839051108,151.4514070843,research,4,iNaturalist,C:\Projects\raptor_australia\dataset\raw\lophoictinia_isura\lophoictinia_isura_350445031_639417318.jpg,already_exists
350236369,lophoictinia_isura,Lophoictinia isura,Square-tailed Kite,639007595,https://static.inaturalist.org/photos/639007595/medium.jpg,,2026-04-15,-28.0815371589,153.3904121327,research,2,iNaturalist,C:\Projects\raptor_australia\dataset\raw\lophoictinia_isura\lophoictinia_isura_350236369_639007595.jpg,already_exists
350234509,lophoictinia_isura,Lophoictinia isura,Square-tailed Kite,639004468,https://static.inaturalist.org/photos/639004468/medium.jpg,,2026-04-16,-28.0319426007,153.3218419852,research,4,iNaturalist,C:\Projects\raptor_australia\dataset\raw\lophoictinia_isura\lophoictinia_isura_350234509_639004468.jpg,already_exists
350211118,lophoictinia_isura,Lophoictinia isura,Square-tailed Kite,638959365,https://static.inaturalist.org/photos/638959365/medium.jpg,,2026-04-16,-27.387955,152.8784633333,research,2,iNaturalist,C:\Projects\raptor_australia\dataset\raw\lophoictinia_isura\lophoictinia_isura_350211118_638959365.jpg,already_exists
350210698,lophoictinia_isura,Lophoictinia isura,Square-tailed Kite,638957310,https://static.inaturalist.org/photos/638957310/medium.jpg,,2026-04-16,-27.3879247378,152.8782768848,research,2,iNaturalist,C:\Projects\raptor_australia\dataset\raw\lophoictinia_isura\lophoictinia_isura_350210698_638957310.jpg,already_exists
349512441,lophoictinia_isura,Lophoictinia isura,Square-tailed Kite,637593447,https://inaturalist-open-data.s3.amazonaws.com/photos/637593447/medium.jpg,cc-by-nc,2026-04-12,-32.7719644745,151.4418624347,research,5,iNaturalist,C:\Projects\raptor_australia\dataset\raw\lophoictinia_isura\lophoictinia_isura_349512441_637593447.jpg,already_exists
349453677,lophoictinia_isura,Lophoictinia isura,Square-tailed Kite,637478188,https://inaturalist-open-data.s3.amazonaws.com/photos/637478188/medium.jpg,cc-by-nc,2026-04-13,-25.285105,152.8625633333,research,2,iNaturalist,C:\Projects\raptor_australia\dataset\raw\lophoictinia_isura\lophoictinia_isura_349453677_637478188.jpg,already_exists
349184614,lophoictinia_isura,Lophoictinia isura,Square-tailed Kite,636947942,https://inaturalist-open-data.s3.amazonaws.com/photos/636947942/medium.jpg,cc-by-nc,2026-04-12,-27.236243,152.8354382,research,2,iNaturalist,C:\Projects\raptor_australia\dataset\raw\lophoictinia_isura\lophoictinia_isura_349184614_636947942.jpg,already_exists
349172909,lophoictinia_isura,Lophoictinia isura,Square-tailed Kite,636924556,https://inaturalist-open-data.s3.amazonaws.com/photos/636924556/medium.jpg,cc-by-nc,2026-04-09,-26.5554701644,151.8398544579,research,3,iNaturalist,C:\Projects\raptor_australia\dataset\raw\lophoictinia_isura\lophoictinia_isura_349172909_636924556.jpg,already_exists
