species_key,filename,keep,reason
aquila_audax,ala_00bc7a7f-dc1c-4e8e-aeed-49f9425bd920.jpg,0,too_small_bird:0.00
aquila_audax,ala_00d3736d-999b-4107-80b8-9eaa2b2e483f.jpg,1,ok:bbox_area=0.10
aquila_audax,ala_01e255d1-5f54-484e-b414-5398f1a2a939.jpg,1,ok:bbox_area=0.15
aquila_audax,ala_02c0b2dd-b4aa-4c50-a1d5-e06e33e130eb.jpg,1,ok:bbox_area=0.21
aquila_audax,ala_04cd343f-8635-4df6-825d-47107866f17b.jpg,1,ok:bbox_area=0.17
aquila_audax,ala_052f84ce-0025-458c-bf95-2f82eb3d79f9.jpg,0,too_small_bird:0.00
aquila_audax,ala_057feca8-a22d-46f7-9696-6c0dabe9f45e.jpg,0,too_small_bird:0.06
aquila_audax,ala_05a953f1-a407-4714-ae30-a3be769a2a44.jpg,0,no_bird_detected
aquila_audax,ala_060e90ca-5203-4055-b049-075fc1a944ad.jpg,0,too_small_bird:0.01
aquila_audax,ala_0693e187-44df-428b-8e4d-01d731f7ee23.jpg,0,too_small_bird:0.07
aquila_audax,ala_07149244-07d8-4d79-9ae8-2b3c7d8d0a9c.jpg,0,no_bird_detected
aquila_audax,ala_07b7a3b8-1e61-44bf-a355-5be7f6ec7d82.jpg,0,too_small_bird:0.06
aquila_audax,ala_08157bf5-6b4c-413e-bd85-f699c4a83d66.jpg,0,no_bird_detected
aquila_audax,ala_0905d631-e7d3-461e-b9f9-e488863490ad.jpg,0,too_small_bird:0.01
aquila_audax,ala_097be1d7-dcc4-4103-8a1c-1865b8d7f9fa.jpg,0,too_small_bird:0.02
aquila_audax,ala_09e952d7-25a0-483f-b6e2-e9fbd8655a15.jpg,0,too_small_bird:0.00
aquila_audax,ala_0a2b6a66-224d-40e4-b571-683498659b21.jpg,1,ok:bbox_area=0.60
aquila_audax,ala_0a844c7f-31d7-4c94-972d-eb2822dccd48.jpg,0,too_small_bird:0.00
aquila_audax,ala_0c128ae4-9183-44bb-8db6-cd779ebff8e1.jpg,0,bbox_clipped_at_edge
aquila_audax,ala_0c3d4bcd-3db3-4627-9567-8fd1a9defbf7.jpg,0,too_small_bird:0.04
aquila_audax,ala_0c585765-78c6-4ba8-9cbb-7977c0287289.jpg,1,ok:bbox_area=0.55
aquila_audax,ala_0c97a6e2-a0db-4a66-b41c-21c8a7fc6a78.jpg,0,too_small_bird:0.00
aquila_audax,ala_0d3ecff8-8857-4945-a1b3-e0c6877c0faa.jpg,0,too_small_bird:0.03
aquila_audax,ala_0d709f64-d1e2-46e4-82e8-68a2cdf7359d.jpg,0,too_small_bird:0.05
aquila_audax,ala_0dafa988-887c-46ec-abdc-81dc87f07da0.jpg,0,too_small_bird:0.02
aquila_audax,ala_0dbc187d-5222-4310-b836-dbac2ee123f2.jpg,1,ok:bbox_area=0.10
aquila_audax,ala_0e066f95-6ad0-48e4-a412-d04d8f9372e0.jpg,0,too_small_bird:0.06
aquila_audax,ala_0e34e5b8-181e-4cdc-bc74-72a4299fda48.jpg,0,no_bird_detected
aquila_audax,ala_0f09045e-a76b-4e23-89f5-a407aa82f352.jpg,0,too_small_bird:0.03
aquila_audax,ala_1027f481-453d-438a-ba83-7b122703ea8d.jpg,0,too_small_bird:0.01
aquila_audax,ala_10739ebd-5043-4666-8fed-ac2787d1d39f.jpg,0,too_small_bird:0.04
aquila_audax,ala_11a1ff86-c08b-41bb-a300-2a0fe5d3f5e6.jpg,1,ok:bbox_area=0.23
aquila_audax,ala_135ada8b-9017-4f60-8d37-beb843b65f9c.jpg,1,ok:bbox_area=0.09
aquila_audax,ala_14c4d14e-e8d6-4ac9-8805-a02a7c4cb694.jpg,0,bbox_clipped_at_edge
aquila_audax,ala_152f1d67-c6d5-4208-ad08-c967ad2ef4d1.jpg,0,too_small_bird:0.05
aquila_audax,ala_153c11f9-bdb6-4519-bd74-47718dcbe914.jpg,0,too_small_bird:0.03
aquila_audax,ala_154b1830-58b7-490a-abe3-612eb4de2e16.jpg,0,too_small_bird:0.00
aquila_audax,ala_169ba123-a155-43f6-8e6e-cf377f2b7373.jpg,0,too_small_bird:0.00
aquila_audax,ala_16f4abcb-28c1-44d1-aec5-962416862639.jpg,1,ok:bbox_area=0.15
aquila_audax,ala_172c7974-2aa9-464f-847a-321543ea3b00.jpg,1,ok:bbox_area=0.36
aquila_audax,ala_173c8b09-bb75-4127-9789-63e416d75a0c.jpg,0,too_small_bird:0.06
aquila_audax,ala_183714e3-5b26-4554-a2af-6019bdf735d9.jpg,0,too_small_bird:0.02
aquila_audax,ala_18f51ad4-dc62-4a1d-81de-0cd7bedc2c31.jpg,1,ok:bbox_area=0.46
aquila_audax,ala_1916ab08-8e65-4c90-bb8f-713e74e4d8a7.jpg,0,too_small_bird:0.03
aquila_audax,ala_1b7e9f26-0fe9-4717-a04d-7c3bf2043a7c.jpg,1,ok:bbox_area=0.23
aquila_audax,ala_1b9db404-c7ff-424b-9f1c-3db48a0ffb5f.jpg,1,ok:bbox_area=0.16
aquila_audax,ala_1ba04e2a-392d-4935-b09d-6facdef9f09b.jpg,1,ok:bbox_area=0.73
aquila_audax,ala_1ba8d708-5d8f-4fff-89e9-c1e8fc2c9003.jpg,0,no_bird_detected
aquila_audax,ala_1c98b1d8-53a5-453a-8a54-25a72273e3f6.jpg,1,ok:bbox_area=0.45
aquila_audax,ala_1d00d733-1259-4ab1-abeb-13534e074e51.jpg,0,too_small_bird:0.07
aquila_audax,ala_1d06f167-5bf3-4648-ab6a-8568032ea0b7.jpg,0,too_small_bird:0.04
aquila_audax,ala_1d907cbe-5cd9-4b97-b34f-5eb03122ee03.jpg,0,no_bird_detected
aquila_audax,ala_1e59659a-9dd0-4207-b896-2cdef9be1b42.jpg,1,ok:bbox_area=0.09
aquila_audax,ala_1e756c19-7ee2-425f-bba8-7b720f2d8f88.jpg,0,no_bird_detected
aquila_audax,ala_1e9815ad-8eea-49ca-afad-ace1a099ad51.jpg,0,too_small_bird:0.03
aquila_audax,ala_1f04b9ca-d41d-44c0-92b1-441a6264d9da.jpg,0,too_small_bird:0.06
aquila_audax,ala_1f2a1926-197c-48d5-a0c2-ea498d5814cd.jpg,0,too_small_bird:0.00
aquila_audax,ala_20ab413a-f2f1-4ee7-aba3-a75236eef3d2.jpg,1,ok:bbox_area=0.46
aquila_audax,ala_21226410-cd3d-4b48-bd93-deb2203d9304.jpg,0,too_small_bird:0.00
aquila_audax,ala_212e7996-2a4d-4bdd-b3f0-126615da3d28.jpg,0,too_small_bird:0.07
aquila_audax,ala_21b17cb2-5b32-4d8e-832b-20cae446a656.jpg,0,too_small_bird:0.08
aquila_audax,ala_2212bd1f-65e2-4b2c-9a4e-22da05073787.jpg,0,too_small_bird:0.00
aquila_audax,ala_22ad8cf5-9b14-4f8b-9681-2218e85e6ceb.jpg,1,ok:bbox_area=0.14
aquila_audax,ala_22d6f9c5-6428-461e-8872-e9afb3c41b92.jpg,0,no_bird_detected
aquila_audax,ala_22ea3117-4520-426c-ba25-8ff880f74f0f.jpg,0,too_small_bird:0.03
aquila_audax,ala_23b9fb25-2732-4235-b636-77cdc3be7fec.jpg,0,too_small_bird:0.00
aquila_audax,ala_23d01e4f-c208-4cb1-9968-4d0ea4a0d0a0.jpg,0,too_small_bird:0.02
