species_key,split,filename
aquila_audax,train,ala_337f07ec-ea52-4c3b-b45d-cdb6d980fe31.jpg
aquila_audax,train,ala_b00921bb-09c0-4117-ac0d-39327ee0de53.jpg
aquila_audax,train,ala_5fc8665a-ff67-4c89-828a-f5b57a222d17.jpg
aquila_audax,train,ala_59a14f63-42a0-4057-8f2d-9f3e649d42b1.jpg
aquila_audax,train,ala_1b7e9f26-0fe9-4717-a04d-7c3bf2043a7c.jpg
aquila_audax,train,ala_d1718626-40cd-419c-93de-5a126a15d831.jpg
aquila_audax,train,ala_93250d25-228e-484e-a73a-9c9a4347c9bd.jpg
aquila_audax,train,ala_f41e55f6-d526-4d8c-b5f2-c2b2428ce7a1.jpg
aquila_audax,train,ala_361edc73-4ff4-4a5d-8aea-1f86e5347867.jpg
aquila_audax,train,ala_b6756655-4e1b-4f25-9935-ac53b4073f4f.jpg
aquila_audax,train,ala_1c98b1d8-53a5-453a-8a54-25a72273e3f6.jpg
aquila_audax,train,ala_6b3c0cf4-dfcd-4a46-9afc-86f537990cc6.jpg
aquila_audax,train,ala_669e4c87-428d-4a90-848d-f00ab54a4d05.jpg
aquila_audax,train,ala_47967683-1f18-4074-beeb-8f6985975aa8.jpg
aquila_audax,train,ala_3f6bb426-1a78-43b9-8f8b-f41adfb1d3f4.jpg
aquila_audax,train,ala_9fb0eaf1-164e-4b11-9a98-d9d2ec12277c.jpg
aquila_audax,train,ala_57943360-4598-427b-96b0-9167ad2f1cb0.jpg
aquila_audax,train,ala_857edf49-78ee-4c72-b468-bb5c6a26f231.jpg
aquila_audax,train,ala_96f355aa-fc40-401d-bac8-99f63b14faec.jpg
aquila_audax,train,ala_f2b0b8cf-efd6-45b5-89e7-746291a8d527.jpg
aquila_audax,train,ala_4367af6d-d76f-4c6d-a6ac-44222de015ac.jpg
aquila_audax,train,ala_4cfaf0da-cac3-4f0c-af01-09e90f3da58f.jpg
aquila_audax,train,ala_29240641-5c08-4f4d-996e-8f14367ae240.jpg
aquila_audax,train,ala_878d294a-e0ba-4280-8538-e8a57c3a964f.jpg
aquila_audax,train,ala_d8e8a453-ca06-4769-99ca-ec3bc720e8dd.jpg
aquila_audax,train,ala_b9d56c32-1fc9-4ec1-acb2-3c62b26a7f4e.jpg
aquila_audax,train,aquila_audax_348618300_635829325.jpg
aquila_audax,train,ala_8e04310d-a860-42d0-9254-981f66254467.jpg
aquila_audax,train,ala_58013cfa-6b08-4423-a883-da719a6ff2cd.jpg
aquila_audax,train,ala_dcb498a8-72ef-4957-828d-f3fba89a69cd.jpg
aquila_audax,train,ala_0dbc187d-5222-4310-b836-dbac2ee123f2.jpg
aquila_audax,train,ala_7f597dd6-4037-47db-b2a8-4ecc706841b3.jpg
aquila_audax,train,ala_4a09dbec-29e3-49fd-b900-6db77585632a.jpg
aquila_audax,train,ala_bd633a37-581a-421f-a07b-83a9fa12ddd1.jpg
aquila_audax,train,ala_22ad8cf5-9b14-4f8b-9681-2218e85e6ceb.jpg
aquila_audax,train,ala_00d3736d-999b-4107-80b8-9eaa2b2e483f.jpg
aquila_audax,train,ala_3ee04e40-c6ad-485c-a6cb-bb1484b3ef9c.jpg
aquila_audax,train,ala_bf0a5524-0198-4dcb-b1a2-99f05baae5ca.jpg
aquila_audax,train,ala_5e0d223f-5762-4fa5-9855-e84aaefb154a.jpg
aquila_audax,train,ala_aea556b5-4513-4148-9ee6-0a71fa5adb15.jpg
aquila_audax,train,ala_5ae4195f-2f5d-4db0-827d-fb6381eb94a5.jpg
aquila_audax,train,ala_d15d6d00-4bfc-4a0d-a80f-43c2478b7595.jpg
aquila_audax,train,ala_87c27080-1914-473a-a2ba-a437c94b16ee.jpg
aquila_audax,train,ala_2c4aa6d3-c927-45ec-9081-30928c519970.jpg
aquila_audax,train,ala_fee89404-93e4-48aa-8b64-fb4c653f0a1a.jpg
aquila_audax,train,ala_b89342dc-c15e-460a-845f-d68677cf95b7.jpg
aquila_audax,train,ala_84433ccc-9228-45da-b146-5efb3867d506.jpg
aquila_audax,train,ala_693bc5f6-544a-4ae3-bb70-5f6b1fd6169e.jpg
aquila_audax,train,ala_f4162635-a709-4116-ae53-1954e052ee4e.jpg
aquila_audax,train,ala_303fb88d-6ca1-4751-866a-b5ff54db08aa.jpg
aquila_audax,train,ala_c67a9b19-c487-4dad-a133-324534dc20f3.jpg
aquila_audax,train,ala_02c0b2dd-b4aa-4c50-a1d5-e06e33e130eb.jpg
aquila_audax,train,ala_0a2b6a66-224d-40e4-b571-683498659b21.jpg
aquila_audax,val,ala_5b341e90-137e-482b-a72a-b6c756da8e86.jpg
aquila_audax,val,ala_801935e5-106a-4b1e-b262-45af461d249b.jpg
aquila_audax,val,ala_11a1ff86-c08b-41bb-a300-2a0fe5d3f5e6.jpg
aquila_audax,val,ala_6f6b47b0-cf0b-4361-bf01-f165e024167d.jpg
aquila_audax,val,ala_e1a09cb8-8415-4f11-8e1f-92483f0fb8a7.jpg
aquila_audax,val,ala_92008d8c-47c5-4531-ab06-1849775c52e3.jpg
aquila_audax,test,ala_172c7974-2aa9-464f-847a-321543ea3b00.jpg
aquila_audax,test,ala_ac36eddc-a1c0-473e-af6c-d745908de65e.jpg
aquila_audax,test,ala_1ba04e2a-392d-4935-b09d-6facdef9f09b.jpg
aquila_audax,test,aquila_audax_349786395_638125979.jpg
aquila_audax,test,ala_66f03e0f-ed51-4868-bb39-375b8d0dd0c0.jpg
aquila_audax,test,ala_7ea86781-edae-4f18-9a91-43fbadc536bb.jpg
aquila_audax,test,ala_0c585765-78c6-4ba8-9cbb-7977c0287289.jpg
aquila_audax,test,ala_336bb759-66e3-45ad-a301-747dd5e39b0c.jpg
circus_assimilis,train,ala_b3f3b28e-cde1-4cd9-b915-790caebe52bd.jpg
circus_assimilis,train,ala_2049ec6e-e8fb-49b9-ad95-16c92d3f28c6.jpg
circus_assimilis,train,ala_7d4b2511-4f94-4eb7-87ed-48684b5496ea.jpg
circus_assimilis,train,ala_08455d3c-f377-487b-87b8-340e06cd59ff.jpg
circus_assimilis,train,ala_e96eeff2-3bdb-43e2-989a-7d4635629c5f.jpg
circus_assimilis,train,ala_cfa91864-5df1-44cc-9c53-679adb71e568.jpg
circus_assimilis,train,ala_31dcf57c-dd9d-4295-b832-99b3bbbdf06c.jpg
circus_assimilis,train,ala_565e5348-0698-462a-aac4-a2c57389cf03.jpg
circus_assimilis,train,ala_7a39ffd5-40f1-4f34-a154-d8dc41525c50.jpg
circus_assimilis,train,ala_5fb800e1-9308-453a-9d9b-89def3a65379.jpg
circus_assimilis,train,ala_81abac41-ea7e-492b-a135-e2bcba7a785c.jpg
circus_assimilis,train,ala_859eb37b-7a06-4352-9dc4-a104aac7ba9c.jpg
circus_assimilis,train,ala_d0418d0d-4ae3-4871-b50e-3dc51e791a69.jpg
circus_assimilis,train,ala_450f2270-dcc0-4dc5-9779-3d5d052844b2.jpg
circus_assimilis,train,ala_b5301b35-647f-48ce-8673-84baa5f92a08.jpg
circus_assimilis,train,ala_a27ca7d2-c748-48d9-a3e5-c0785116d55e.jpg
circus_assimilis,train,ala_bb5f2ca3-7f8a-4ac2-b116-d69dcad0307c.jpg
circus_assimilis,train,ala_d88dcefa-c59f-44ee-badf-07adaac469e2.jpg
circus_assimilis,train,ala_945810dd-a8a0-4d3f-9cf3-58964ef9cd02.jpg
circus_assimilis,train,ala_a3332280-f938-4026-b8c5-0a4212549d97.jpg
circus_assimilis,train,ala_8638360c-0901-41c3-943a-f9766af985f6.jpg
circus_assimilis,train,circus_assimilis_323727243_585801686.jpg
circus_assimilis,train,circus_assimilis_268516645_482672621.jpg
circus_assimilis,train,ala_c0c8eea6-30b4-49c7-9753-9907b6ca393f.jpg
circus_assimilis,train,ala_62afaf5e-68c1-450b-a996-45860d8dfc66.jpg
circus_assimilis,train,ala_1981c87e-b155-4c82-a014-1a46cb461777.jpg
circus_assimilis,train,ala_6eb13b9b-0dce-4ae8-8bdb-c16470a2a972.jpg
circus_assimilis,train,ala_e5275dfb-13ed-4863-a395-d3696365a9a5.jpg
circus_assimilis,train,ala_5db9ded0-4975-4ca8-9c3d-3393bf81230a.jpg
circus_assimilis,train,ala_7d6b39e0-9789-478d-b78e-dfd9187f012e.jpg
circus_assimilis,train,ala_ba8c3d83-02a6-4a28-9c59-0d79daae3897.jpg
circus_assimilis,train,ala_7c325f74-355e-4215-82bd-cea66aa76fa3.jpg
circus_assimilis,train,ala_76f9f747-4767-4176-bba1-1d0e58dffb8a.jpg
circus_assimilis,train,circus_assimilis_336904181_612327253.jpg
circus_assimilis,train,ala_84c2ee1a-9bbc-4e45-ade3-7a4e0b17cd62.jpg
circus_assimilis,train,ala_fdd32f34-66fa-4fde-9236-c9cb8191390f.jpg
circus_assimilis,train,ala_27becb24-5014-476f-a0c9-e3b4f29a2759.jpg
circus_assimilis,train,ala_6b359672-536a-43bb-902f-1900fdc79ae3.jpg
circus_assimilis,train,ala_5134c4a9-997b-42c7-a440-5a22b6ce912c.jpg
circus_assimilis,train,ala_43617262-11bc-433c-b3b3-69bf024a5bad.jpg
circus_assimilis,train,ala_c488a4df-53e7-43d6-b373-023a5d90d379.jpg
circus_assimilis,train,ala_d1d61ed4-030e-4dec-b56d-a0870798043c.jpg
circus_assimilis,train,ala_957da2a0-0ccb-4e4a-8faf-04ecac8e5832.jpg
circus_assimilis,train,ala_192ea4f3-16ea-49fe-a845-00b8f19ec26e.jpg
circus_assimilis,train,ala_66989d16-fca3-4d0a-bdba-b6ff0286157a.jpg
circus_assimilis,train,ala_ea338b58-a4a4-4f5d-b000-966c5d6c79b1.jpg
circus_assimilis,train,ala_096af775-542e-4110-9200-14d1f3982f28.jpg
circus_assimilis,train,ala_33278bb6-74cc-4309-a4f9-fcfea39f92dc.jpg
circus_assimilis,train,ala_7603b163-0580-4c3f-be53-8dfe41e530a1.jpg
circus_assimilis,train,ala_8922dba4-3b6c-4acb-9e80-b03602ceafb0.jpg
circus_assimilis,train,ala_50a14e92-b31b-4d03-b140-5b9b6b42f113.jpg
circus_assimilis,train,circus_assimilis_264449370_474877135.jpg
circus_assimilis,train,ala_52c48a71-d203-4861-b703-be04027f639f.jpg
circus_assimilis,train,ala_15252ee2-1d21-4788-9726-071a1c7287ad.jpg
circus_assimilis,train,ala_17aa8eb1-8396-42b9-a472-bf3666f6ea16.jpg
circus_assimilis,train,ala_b878f38d-1b5f-4e9a-9db5-151098fea05f.jpg
circus_assimilis,train,ala_860404ea-477a-42fc-a572-2bfd4d39fa0b.jpg
circus_assimilis,train,circus_assimilis_283591674_509585725.jpg
circus_assimilis,train,ala_199eee26-aac9-4ac9-a33f-9dc305ccc403.jpg
circus_assimilis,train,circus_assimilis_316678978_572180644.jpg
circus_assimilis,train,ala_46a1dca9-3d1f-48e5-881c-4585cae1f69d.jpg
circus_assimilis,train,ala_f013b7ed-0401-4bfe-a0d5-1cf95bcb5274.jpg
circus_assimilis,train,ala_7fc5766b-08cd-406c-8a8a-b2b31535165e.jpg
circus_assimilis,train,ala_46992cb4-faa9-4462-961a-96e6ef1db49a.jpg
circus_assimilis,train,ala_0784e46b-1e5f-45b3-89e2-c10b3452e7c5.jpg
circus_assimilis,train,circus_assimilis_325845772_590039833.jpg
circus_assimilis,train,ala_a5e1179b-0624-4be0-b904-7bb833c66352.jpg
circus_assimilis,train,circus_assimilis_317709838_574127696.jpg
circus_assimilis,train,ala_96c2fcdb-2703-482b-8146-cab80609ec7f.jpg
circus_assimilis,train,circus_assimilis_338497828_615597687.jpg
circus_assimilis,train,ala_535607d9-3b53-4e82-b025-4025a2d1a299.jpg
circus_assimilis,train,ala_fd17596e-0ae0-4714-9acd-e2302f68fe79.jpg
circus_assimilis,val,ala_c3523d0f-5d96-458a-87ea-1423c22ac622.jpg
circus_assimilis,val,ala_5c2da177-4df7-4f0c-aee2-8c64488c4907.jpg
circus_assimilis,val,ala_57069684-7eb9-41aa-aa4b-0c69de9282f4.jpg
circus_assimilis,val,circus_assimilis_269790058_485260122.jpg
circus_assimilis,val,circus_assimilis_332932075_604325990.jpg
circus_assimilis,val,ala_14fa5c97-945e-4b10-9e81-a2b00021b741.jpg
circus_assimilis,val,ala_9d1cc767-1900-42d5-aac3-49f13e2ae110.jpg
circus_assimilis,val,ala_f5b0c3af-98d1-4554-ac86-b9c2e5555f56.jpg
circus_assimilis,val,ala_2201d572-c65f-4df1-806b-7461faea7618.jpg
circus_assimilis,test,ala_d21e17fa-31b1-4c19-84a8-ca16ef7ad896.jpg
circus_assimilis,test,ala_2eb4642d-3b0c-468c-a9f9-17d323626b96.jpg
circus_assimilis,test,ala_41a865e0-7f22-4610-a591-67fab9f95daa.jpg
circus_assimilis,test,ala_59f4fa9f-7ce1-4fd2-a0bf-30f1992803c4.jpg
circus_assimilis,test,ala_5f8472d8-ff28-471f-9512-4fcacc9e2858.jpg
circus_assimilis,test,ala_679c1375-45fe-4210-95a0-7b2119972482.jpg
circus_assimilis,test,ala_0bbcf98d-010e-45e8-9f03-835d024d51e2.jpg
circus_assimilis,test,ala_2f0b8d9e-607b-48d6-a58b-f23f302608f9.jpg
circus_assimilis,test,circus_assimilis_277962121_499104215.jpg
elanus_axillaris,train,ala_cfaa3e47-36fc-45d6-b944-fd50aec1f6ff.jpg
elanus_axillaris,train,ala_c7933a57-a4d6-4c17-869d-d6457603e4c3.jpg
elanus_axillaris,train,ala_99e427e4-ab12-4d37-9929-2c645ff3a77b.jpg
elanus_axillaris,train,ala_8073194f-c006-467f-bd62-fba2c28faf56.jpg
elanus_axillaris,train,ala_c0f4ffaf-3656-4edf-b910-9757b330a45f.jpg
elanus_axillaris,train,ala_da8cb5ed-8b32-45c6-b3c0-38366d06dacd.jpg
elanus_axillaris,train,elanus_axillaris_349749435_638056261.jpg
elanus_axillaris,train,ala_6bf6b9e4-3886-4a9a-86be-af0f1f4ddb85.jpg
elanus_axillaris,train,ala_dcc8a131-8751-4c9d-a9e6-77947d5eaefc.jpg
elanus_axillaris,train,ala_790dcc9b-e8c2-4adc-8021-f386c16dbf8a.jpg
elanus_axillaris,train,ala_fd01697b-b605-4516-a5e6-173984985a40.jpg
elanus_axillaris,train,ala_c85c2ee5-c30d-4f8f-ab3f-e24fe90810a9.jpg
elanus_axillaris,train,ala_6d25a236-b4d1-477f-8f16-39634ce04664.jpg
elanus_axillaris,train,ala_c58c1736-3b4e-417a-bce6-aa6322d188db.jpg
elanus_axillaris,train,ala_51d5dacc-ea53-497e-b8cc-d9b610e6c435.jpg
elanus_axillaris,train,ala_85f06f74-a3b5-499c-a12d-de164482695e.jpg
elanus_axillaris,train,ala_f34ec9a2-9439-4b8c-a442-64c0796ce395.jpg
elanus_axillaris,train,elanus_axillaris_347008673_632635252.jpg
elanus_axillaris,train,ala_29e4d07c-968d-45a8-bc4d-6cbbc5349944.jpg
elanus_axillaris,train,ala_463a4e2b-c22a-4e78-81ea-406265ab27e5.jpg
elanus_axillaris,train,ala_daa57f54-b136-4e0e-ae18-28809448175f.jpg
elanus_axillaris,train,ala_92364c65-9608-4447-bae4-4da542730ce8.jpg
elanus_axillaris,train,ala_d5236133-02da-4305-8971-427c11601c0b.jpg
elanus_axillaris,train,ala_c1a4d08e-b643-421f-ac8c-0c97ea0bd133.jpg
elanus_axillaris,train,elanus_axillaris_345628801_629915528.jpg
